"GEO_ID","NAME","B19013_001E","B19013_001M",
"0500000US09120","Greater Bridgeport Planning Region, Connecticut","90385","4663",
"0500000US09130","Lower Connecticut River Valley Planning Region, Connecticut","100164","6341",
"0500000US09140","Naugatuck Valley Planning Region, Connecticut","79889","4918",
"0500000US09150","Northeastern Connecticut Planning Region, Connecticut","97453","8594",
"0500000US09160","Northwest Hills Planning Region, Connecticut","95031","7683",
"0500000US09170","South Central Connecticut Planning Region, Connecticut","89645","4746",
"0500000US09180","Southeastern Connecticut Planning Region, Connecticut","89431","4628",
"0500000US09190","Western Connecticut Planning Region, Connecticut","131784","5757",
"0500000US10001","Kent County, Delaware","81117","8493",
"0500000US10003","New Castle County, Delaware","89846","3057",
"0500000US10005","Sussex County, Delaware","85258","3898",
"0500000US11001","District of Columbia, District of Columbia","109707","4149",
"0500000US12001","Alachua County, Florida","65033","3409",
"0500000US12005","Bay County, Florida","78061","4942",
"0500000US12009","Brevard County, Florida","78196","2004",
"0500000US12011","Broward County, Florida","81488","1335",
"0500000US12015","Charlotte County, Florida","72868","5694",
"0500000US12017","Citrus County, Florida","59481","3447",
"0500000US12019","Clay County, Florida","90702","7143",
"0500000US12021","Collier County, Florida","95862","5079",
"0500000US12023","Columbia County, Florida","66139","10210",
"0500000US12031","Duval County, Florida","73708","2822",
"0500000US12033","Escambia County, Florida","67019","3666",
"0500000US12035","Flagler County, Florida","82420","9449",
"0500000US12053","Hernando County, Florida","70291","4857",
"0500000US12055","Highlands County, Florida","57580","7953",
"0500000US12057","Hillsborough County, Florida","85183","2502",
"0500000US12061","Indian River County, Florida","79849","11329",
"0500000US12069","Lake County, Florida","76617","2759",
"0500000US12071","Lee County, Florida","83602","2555",
"0500000US12073","Leon County, Florida","63548","3812",
"0500000US12081","Manatee County, Florida","81395","4169",
"0500000US12083","Marion County, Florida","64410","3180",
"0500000US12085","Martin County, Florida","96829","7870",
"0500000US12086","Miami-Dade County, Florida","76184","1601",
"0500000US12087","Monroe County, Florida","100256","8770",
"0500000US12089","Nassau County, Florida","90874","8350",
"0500000US12091","Okaloosa County, Florida","82291","5582",
"0500000US12095","Orange County, Florida","82152","2563",
"0500000US12097","Osceola County, Florida","77048","4982",
"0500000US12099","Palm Beach County, Florida","84789","2180",
"0500000US12101","Pasco County, Florida","72335","3686",
"0500000US12103","Pinellas County, Florida","73832","3077",
"0500000US12105","Polk County, Florida","66779","2467",
"0500000US12107","Putnam County, Florida","51293","10398",
"0500000US12109","St. Johns County, Florida","116421","8022",
"0500000US12111","St. Lucie County, Florida","73811","4888",
"0500000US12113","Santa Rosa County, Florida","88539","5649",
"0500000US12115","Sarasota County, Florida","83003","4681",
"0500000US12117","Seminole County, Florida","85403","4347",
"0500000US12119","Sumter County, Florida","78807","8036",
"0500000US12127","Volusia County, Florida","71508","2585",
"0500000US12131","Walton County, Florida","81550","4466",
"0500000US13013","Barrow County, Georgia","90473","5640",
"0500000US13015","Bartow County, Georgia","87194","10587",
"0500000US13021","Bibb County, Georgia","47018","5524",
"0500000US13031","Bulloch County, Georgia","55245","4707",
"0500000US13045","Carroll County, Georgia","76576","7491",
"0500000US13047","Catoosa County, Georgia","74035","6960",
"0500000US13051","Chatham County, Georgia","75063","4574",
"0500000US13057","Cherokee County, Georgia","116541","7019",
"0500000US13059","Clarke County, Georgia","52565","6029",
"0500000US13063","Clayton County, Georgia","60067","5750",
"0500000US13067","Cobb County, Georgia","102356","3164",
"0500000US13073","Columbia County, Georgia","91642","10519",
"0500000US13077","Coweta County, Georgia","95944","3072",
"0500000US13089","DeKalb County, Georgia","81564","2499",
"0500000US13095","Dougherty County, Georgia","51508","4310",
"0500000US13097","Douglas County, Georgia","77821","5766",
"0500000US13103","Effingham County, Georgia","92789","10408",
"0500000US13113","Fayette County, Georgia","117771","13578",
"0500000US13115","Floyd County, Georgia","66459","8699",
"0500000US13117","Forsyth County, Georgia","151031","9587",
"0500000US13121","Fulton County, Georgia","101417","2821",
"0500000US13127","Glynn County, Georgia","72269","15741",
"0500000US13135","Gwinnett County, Georgia","89712","2037",
"0500000US13139","Hall County, Georgia","87038","4826",
"0500000US13151","Henry County, Georgia","89228","4352",
"0500000US13153","Houston County, Georgia","79686","5462",
"0500000US13157","Jackson County, Georgia","94485","9495",
"0500000US13179","Liberty County, Georgia","64122","10038",
"0500000US13185","Lowndes County, Georgia","62651","10049",
"0500000US13215","Muscogee County, Georgia","57010","5066",
"0500000US13217","Newton County, Georgia","81759","4993",
"0500000US13223","Paulding County, Georgia","94565","6169",
"0500000US13245","Richmond County, Georgia","58723","3162",
"0500000US13247","Rockdale County, Georgia","77750","5723",
"0500000US13255","Spalding County, Georgia","64381","7238",
"0500000US13285","Troup County, Georgia","61459","7802",
"0500000US13295","Walker County, Georgia","62977","7506",
"0500000US13297","Walton County, Georgia","88385","6759",
"0500000US13313","Whitfield County, Georgia","67588","5206",
"0500000US15001","Hawaii County, Hawaii","75465","8636",
"0500000US15003","Honolulu County, Hawaii","105205","3089",
"0500000US15007","Kauai County, Hawaii","98128","13173",
"0500000US15009","Maui County, Hawaii","101192","5275",
"0500000US16001","Ada County, Idaho","91725","2489",
"0500000US16005","Bannock County, Idaho","69612","4537",
"0500000US16019","Bonneville County, Idaho","83600","9562",
"0500000US16027","Canyon County, Idaho","86018","5270",
"0500000US16055","Kootenai County, Idaho","83061","5629",
"0500000US16083","Twin Falls County, Idaho","76247","12650",
"0500000US17019","Champaign County, Illinois","62431","3585",
"0500000US17031","Cook County, Illinois","82764","1423",
"0500000US17037","DeKalb County, Illinois","77865","5074",
"0500000US17043","DuPage County, Illinois","110686","4381",
"0500000US17089","Kane County, Illinois","103970","5107",
"0500000US17091","Kankakee County, Illinois","76743","5999",
"0500000US17093","Kendall County, Illinois","116962","10285",
"0500000US17097","Lake County, Illinois","107758","4010",
"0500000US17099","LaSalle County, Illinois","71685","6557",
"0500000US17111","McHenry County, Illinois","101811","4705",
"0500000US17113","McLean County, Illinois","81240","3029",
"0500000US17115","Macon County, Illinois","61411","3636",
"0500000US17119","Madison County, Illinois","78751","3841",
"0500000US17143","Peoria County, Illinois","67196","3764",
"0500000US17161","Rock Island County, Illinois","67098","4104",
"0500000US17163","St. Clair County, Illinois","79292","4325",
"0500000US17167","Sangamon County, Illinois","78821","5110",
"0500000US17179","Tazewell County, Illinois","77239","5299",
"0500000US17183","Vermilion County, Illinois","62551","5038",
"0500000US17197","Will County, Illinois","109820","4177",
"0500000US17199","Williamson County, Illinois","68415","5525",
"0500000US17201","Winnebago County, Illinois","66702","3122",
"0500000US18003","Allen County, Indiana","70568","2130",
"0500000US18005","Bartholomew County, Indiana","80438","5724",
"0500000US18011","Boone County, Indiana","107020","5339",
"0500000US18019","Clark County, Indiana","73316","5431",
"0500000US18035","Delaware County, Indiana","54232","3640",
"0500000US18039","Elkhart County, Indiana","69872","3965",
"0500000US18043","Floyd County, Indiana","74047","6086",
"0500000US18053","Grant County, Indiana","48764","4242",
"0500000US18057","Hamilton County, Indiana","125509","5196",
"0500000US18059","Hancock County, Indiana","90808","11148",
"0500000US18063","Hendricks County, Indiana","91234","4959",
"0500000US18067","Howard County, Indiana","65267","7789",
"0500000US18081","Johnson County, Indiana","95461","6513",
"0500000US18085","Kosciusko County, Indiana","76695","5881",
"0500000US18089","Lake County, Indiana","73250","2871",
"0500000US18091","LaPorte County, Indiana","66849","5091",
"0500000US18095","Madison County, Indiana","58938","4706",
"0500000US18097","Marion County, Indiana","67066","2108",
"0500000US18105","Monroe County, Indiana","66965","5675",
"0500000US18109","Morgan County, Indiana","78127","6432",
"0500000US18127","Porter County, Indiana","86281","6894",
"0500000US18141","St. Joseph County, Indiana","63504","3426",
"0500000US18157","Tippecanoe County, Indiana","66484","4610",
"0500000US18163","Vanderburgh County, Indiana","62108","5676",
"0500000US18167","Vigo County, Indiana","55612","4690",
"0500000US18173","Warrick County, Indiana","75874","6784",
"0500000US18177","Wayne County, Indiana","50363","4178",
"0500000US19013","Black Hawk County, Iowa","70335","4509",
"0500000US19049","Dallas County, Iowa","95334","5025",
"0500000US19061","Dubuque County, Iowa","80512","4613",
"0500000US19103","Johnson County, Iowa","74575","5593",
"0500000US19113","Linn County, Iowa","74709","2972",
"0500000US19153","Polk County, Iowa","82405","3522",
"0500000US19155","Pottawattamie County, Iowa","73074","5681",
"0500000US19163","Scott County, Iowa","77355","6179",
"0500000US19169","Story County, Iowa","66355","4935",
"0500000US19193","Woodbury County, Iowa","78923","5081",
"0500000US20015","Butler County, Kansas","80963","10688",
"0500000US20045","Douglas County, Kansas","72449","5490",
"0500000US20091","Johnson County, Kansas","108512","3800",
"0500000US20103","Leavenworth County, Kansas","92989","13424",
"0500000US20161","Riley County, Kansas","61548","7557",
"0500000US20173","Sedgwick County, Kansas","70833","1734",
"0500000US20177","Shawnee County, Kansas","71634","5407",
"0500000US20209","Wyandotte County, Kansas","65291","4523",
"0500000US21015","Boone County, Kentucky","104550","7647",
"0500000US21029","Bullitt County, Kentucky","85706","7710",
"0500000US21037","Campbell County, Kentucky","73904","5993",
"0500000US21047","Christian County, Kentucky","55765","5589",
"0500000US21059","Daviess County, Kentucky","67530","5875",
"0500000US21067","Fayette County, Kentucky","69989","4320",
"0500000US21093","Hardin County, Kentucky","69425","6710",
"0500000US21111","Jefferson County, Kentucky","70585","2088",
"0500000US21117","Kenton County, Kentucky","81856","6510",
"0500000US21145","McCracken County, Kentucky","63746","3788",
"0500000US21151","Madison County, Kentucky","62426","5267",
"0500000US21185","Oldham County, Kentucky","122192","7265",
"0500000US21199","Pulaski County, Kentucky","56911","5032",
"0500000US21227","Warren County, Kentucky","66534","6976",
"0500000US22005","Ascension Parish, Louisiana","94351","11147",
"0500000US22015","Bossier Parish, Louisiana","66703","4204",
"0500000US22017","Caddo Parish, Louisiana","52365","3152",
"0500000US22019","Calcasieu Parish, Louisiana","67014","7303",
"0500000US22033","East Baton Rouge Parish, Louisiana","63728","3154",
"0500000US22045","Iberia Parish, Louisiana","48688","10448",
"0500000US22051","Jefferson Parish, Louisiana","63397","4083",
"0500000US22055","Lafayette Parish, Louisiana","64384","4758",
"0500000US22057","Lafourche Parish, Louisiana","66810","8421",
"0500000US22063","Livingston Parish, Louisiana","75205","6964",
"0500000US22071","Orleans Parish, Louisiana","58821","2885",
"0500000US22073","Ouachita Parish, Louisiana","61273","5316",
"0500000US22079","Rapides Parish, Louisiana","56482","5610",
"0500000US22097","St. Landry Parish, Louisiana","47168","7567",
"0500000US22103","St. Tammany Parish, Louisiana","82337","5931",
"0500000US22105","Tangipahoa Parish, Louisiana","56626","4944",
"0500000US22109","Terrebonne Parish, Louisiana","60371","6857",
"0500000US23001","Androscoggin County, Maine","68775","2862",
"0500000US23003","Aroostook County, Maine","54439","3288",
"0500000US23005","Cumberland County, Maine","94651","4581",
"0500000US23011","Kennebec County, Maine","75259","4883",
"0500000US23019","Penobscot County, Maine","66506","5327",
"0500000US23031","York County, Maine","92607","3068",
"0500000US24001","Allegany County, Maryland","65498","5013",
"0500000US24003","Anne Arundel County, Maryland","128242","4439",
"0500000US24005","Baltimore County, Maryland","87884","4100",
"0500000US24009","Calvert County, Maryland","121526","7391",
"0500000US24013","Carroll County, Maryland","115982","9566",
"0500000US24015","Cecil County, Maryland","90199","7495",
"0500000US24017","Charles County, Maryland","128311","5654",
"0500000US24021","Frederick County, Maryland","122059","5723",
"0500000US24025","Harford County, Maryland","111114","3665",
"0500000US24027","Howard County, Maryland","151655","6738",
"0500000US24031","Montgomery County, Maryland","140837","5103",
"0500000US24033","Prince George's County, Maryland","99180","4512",
"0500000US24037","St. Mary's County, Maryland","123666","12432",
"0500000US24043","Washington County, Maryland","78560","5537",
"0500000US24045","Wicomico County, Maryland","71842","13239",
"0500000US24510","Baltimore city, Maryland","64778","3447",
"0500000US25001","Barnstable County, Massachusetts","87925","5350",
"0500000US25003","Berkshire County, Massachusetts","77682","6035",
"0500000US25005","Bristol County, Massachusetts","81882","4003",
"0500000US25009","Essex County, Massachusetts","103048","4431",
"0500000US25011","Franklin County, Massachusetts","74547","6128",
"0500000US25013","Hampden County, Massachusetts","71402","4274",
"0500000US25015","Hampshire County, Massachusetts","81732","6643",
"0500000US25017","Middlesex County, Massachusetts","133617","3961",
"0500000US25021","Norfolk County, Massachusetts","139076","5101",
"0500000US25023","Plymouth County, Massachusetts","113188","5090",
"0500000US25025","Suffolk County, Massachusetts","97195","4527",
"0500000US25027","Worcester County, Massachusetts","96602","3484",
"0500000US26005","Allegan County, Michigan","85257","3211",
"0500000US26017","Bay County, Michigan","64694","4668",
"0500000US26021","Berrien County, Michigan","68984","4437",
"0500000US26025","Calhoun County, Michigan","65024","3463",
"0500000US26037","Clinton County, Michigan","86134","10059",
"0500000US26045","Eaton County, Michigan","79759","4183",
"0500000US26049","Genesee County, Michigan","63594","3114",
"0500000US26055","Grand Traverse County, Michigan","82468","6433",
"0500000US26065","Ingham County, Michigan","65235","4917",
"0500000US26067","Ionia County, Michigan","76486","7310",
"0500000US26073","Isabella County, Michigan","55426","3410",
"0500000US26075","Jackson County, Michigan","66155","4964",
"0500000US26077","Kalamazoo County, Michigan","71069","3935",
"0500000US26081","Kent County, Michigan","80685","1733",
"0500000US26087","Lapeer County, Michigan","75572","7826",
"0500000US26091","Lenawee County, Michigan","71632","2770",
"0500000US26093","Livingston County, Michigan","99741","5154",
"0500000US26099","Macomb County, Michigan","77702","2464",
"0500000US26103","Marquette County, Michigan","66847","6114",
"0500000US26111","Midland County, Michigan","78046","4450",
"0500000US26115","Monroe County, Michigan","75766","2632",
"0500000US26117","Montcalm County, Michigan","66224","4752",
"0500000US26121","Muskegon County, Michigan","60829","3435",
"0500000US26125","Oakland County, Michigan","98709","3098",
"0500000US26139","Ottawa County, Michigan","89348","2888",
"0500000US26145","Saginaw County, Michigan","61455","3780",
"0500000US26147","St. Clair County, Michigan","71164","2795",
"0500000US26155","Shiawassee County, Michigan","71526","4492",
"0500000US26159","Van Buren County, Michigan","66631","5156",
"0500000US26161","Washtenaw County, Michigan","90523","3421",
"0500000US26163","Wayne County, Michigan","59294","1735",
"0500000US27003","Anoka County, Minnesota","100812","5099",
"0500000US27013","Blue Earth County, Minnesota","71668","6837",
"0500000US27019","Carver County, Minnesota","127312","5697",
"0500000US27027","Clay County, Minnesota","82262","6146",
"0500000US27035","Crow Wing County, Minnesota","73307","4771",
"0500000US27037","Dakota County, Minnesota","105330","3289",
"0500000US27053","Hennepin County, Minnesota","95274","3361",
"0500000US27109","Olmsted County, Minnesota","92942","6833",
"0500000US27123","Ramsey County, Minnesota","78319","3264",
"0500000US27131","Rice County, Minnesota","82002","7448",
"0500000US27137","St. Louis County, Minnesota","69025","2585",
"0500000US27139","Scott County, Minnesota","117064","11933",
"0500000US27141","Sherburne County, Minnesota","112251","8670",
"0500000US27145","Stearns County, Minnesota","75992","3781",
"0500000US27163","Washington County, Minnesota","111428","5686",
"0500000US27171","Wright County, Minnesota","100596","5436",
"0500000US28033","DeSoto County, Mississippi","84262","5841",
"0500000US28035","Forrest County, Mississippi","48298","3559",
"0500000US28047","Harrison County, Mississippi","64014","4519",
"0500000US28049","Hinds County, Mississippi","50249","4727",
"0500000US28059","Jackson County, Mississippi","69871","5181",
"0500000US28067","Jones County, Mississippi","51748","5389",
"0500000US28073","Lamar County, Mississippi","80686","6796",
"0500000US28075","Lauderdale County, Mississippi","60202","9518",
"0500000US28081","Lee County, Mississippi","56741","9628",
"0500000US28089","Madison County, Mississippi","87433","7400",
"0500000US28121","Rankin County, Mississippi","84394","7071",
"0500000US29019","Boone County, Missouri","81165","5075",
"0500000US29021","Buchanan County, Missouri","64039","5900",
"0500000US29031","Cape Girardeau County, Missouri","65016","5788",
"0500000US29037","Cass County, Missouri","81670","4564",
"0500000US29043","Christian County, Missouri","81792","9269",
"0500000US29047","Clay County, Missouri","87408","4730",
"0500000US29051","Cole County, Missouri","74266","7057",
"0500000US29071","Franklin County, Missouri","73347","7963",
"0500000US29077","Greene County, Missouri","66270","2599",
"0500000US29095","Jackson County, Missouri","70625","2419",
"0500000US29097","Jasper County, Missouri","62954","5359",
"0500000US29099","Jefferson County, Missouri","86460","5438",
"0500000US29113","Lincoln County, Missouri","95893","6896",
"0500000US29165","Platte County, Missouri","87749","6237",
"0500000US29183","St. Charles County, Missouri","103686","2313",
"0500000US29187","St. Francois County, Missouri","55350","10208",
"0500000US29189","St. Louis County, Missouri","83669","2576",
"0500000US29510","St. Louis city, Missouri","53374","4332",
"0500000US30013","Cascade County, Montana","62076","6288",
"0500000US30029","Flathead County, Montana","75431","5686",
"0500000US30031","Gallatin County, Montana","103918","9809",
"0500000US30049","Lewis and Clark County, Montana","89021","10098",
"0500000US30063","Missoula County, Montana","76733","6450",
"0500000US30111","Yellowstone County, Montana","76858","4515",
"0500000US31055","Douglas County, Nebraska","80382","2697",
"0500000US31109","Lancaster County, Nebraska","75165","3465",
"0500000US31153","Sarpy County, Nebraska","101316","4548",
"0500000US32003","Clark County, Nevada","80028","1491",
"0500000US32031","Washoe County, Nevada","91241","3440",
"0500000US33001","Belknap County, New Hampshire","91559","15709",
"0500000US33005","Cheshire County, New Hampshire","82115","5830",
"0500000US33009","Grafton County, New Hampshire","85531","7729",
"0500000US33011","Hillsborough County, New Hampshire","106013","4667",
"0500000US33013","Merrimack County, New Hampshire","96254","6473",
"0500000US33015","Rockingham County, New Hampshire","120836","7827",
"0500000US33017","Strafford County, New Hampshire","81028","5282",
"0500000US34001","Atlantic County, New Jersey","75109","4885",
"0500000US34003","Bergen County, New Jersey","122232","2823",
"0500000US34005","Burlington County, New Jersey","107484","5370",
"0500000US34007","Camden County, New Jersey","92666","3943",
"0500000US34009","Cape May County, New Jersey","97249","6726",
"0500000US34011","Cumberland County, New Jersey","68067","7053",
"0500000US34013","Essex County, New Jersey","86708","5146",
"0500000US34015","Gloucester County, New Jersey","105630","5963",
"0500000US34017","Hudson County, New Jersey","96041","5560",
"0500000US34019","Hunterdon County, New Jersey","136901","9711",
"0500000US34021","Mercer County, New Jersey","104148","4883",
"0500000US34023","Middlesex County, New Jersey","115040","4493",
"0500000US34025","Monmouth County, New Jersey","121269","3288",
"0500000US34027","Morris County, New Jersey","137623","7229",
"0500000US34029","Ocean County, New Jersey","96430","4837",
"0500000US34031","Passaic County, New Jersey","87351","4968",
"0500000US34033","Salem County, New Jersey","83376","9005",
"0500000US34035","Somerset County, New Jersey","134524","7282",
"0500000US34037","Sussex County, New Jersey","116600","6959",
"0500000US34039","Union County, New Jersey","101963","4045",
"0500000US34041","Warren County, New Jersey","94565","9258",
"0500000US35001","Bernalillo County, New Mexico","73136","2622",
"0500000US35013","Doña Ana County, New Mexico","61154","4676",
"0500000US35025","Lea County, New Mexico","80482","12323",
"0500000US35031","McKinley County, New Mexico","45307","8105",
"0500000US35035","Otero County, New Mexico","56354","7148",
"0500000US35043","Sandoval County, New Mexico","91660","6999",
"0500000US35045","San Juan County, New Mexico","66426","4601",
"0500000US35049","Santa Fe County, New Mexico","88719","8767",
"0500000US35061","Valencia County, New Mexico","71216","4999",
"0500000US36001","Albany County, New York","80900","3598",
"0500000US36005","Bronx County, New York","46040","1815",
"0500000US36007","Broome County, New York","64557","4690",
"0500000US36009","Cattaraugus County, New York","61327","2168",
"0500000US36011","Cayuga County, New York","66799","5121",
"0500000US36013","Chautauqua County, New York","59537","5396",
"0500000US36015","Chemung County, New York","66527","3397",
"0500000US36019","Clinton County, New York","68526","7405",
"0500000US36027","Dutchess County, New York","94725","6706",
"0500000US36029","Erie County, New York","73011","2255",
"0500000US36045","Jefferson County, New York","70624","5956",
"0500000US36047","Kings County, New York","81027","1355",
"0500000US36053","Madison County, New York","73455","4192",
"0500000US36055","Monroe County, New York","76520","2398",
"0500000US36059","Nassau County, New York","143144","3935",
"0500000US36061","New York County, New York","106403","5169",
"0500000US36063","Niagara County, New York","70339","4222",
"0500000US36065","Oneida County, New York","73207","4219",
"0500000US36067","Onondaga County, New York","78442","3323",
"0500000US36069","Ontario County, New York","83787","5048",
"0500000US36071","Orange County, New York","95298","4065",
"0500000US36075","Oswego County, New York","68221","7037",
"0500000US36079","Putnam County, New York","121485","14124",
"0500000US36081","Queens County, New York","85273","1898",
"0500000US36083","Rensselaer County, New York","85175","9694",
"0500000US36085","Richmond County, New York","97911","4702",
"0500000US36087","Rockland County, New York","103847","8136",
"0500000US36089","St. Lawrence County, New York","62330","5916",
"0500000US36091","Saratoga County, New York","101235","4043",
"0500000US36093","Schenectady County, New York","80856","5465",
"0500000US36101","Steuben County, New York","68613","6677",
"0500000US36103","Suffolk County, New York","126863","3298",
"0500000US36105","Sullivan County, New York","66352","3838",
"0500000US36109","Tompkins County, New York","71948","8167",
"0500000US36111","Ulster County, New York","87847","6072",
"0500000US36113","Warren County, New York","69695","8516",
"0500000US36117","Wayne County, New York","67448","6408",
"0500000US36119","Westchester County, New York","118596","5777",
"0500000US37001","Alamance County, North Carolina","65966","3144",
"0500000US37019","Brunswick County, North Carolina","80763","4275",
"0500000US37021","Buncombe County, North Carolina","80279","4993",
"0500000US37023","Burke County, North Carolina","60131","6765",
"0500000US37025","Cabarrus County, North Carolina","87499","6325",
"0500000US37027","Caldwell County, North Carolina","58242","7647",
"0500000US37031","Carteret County, North Carolina","76748","7654",
"0500000US37035","Catawba County, North Carolina","70674","4629",
"0500000US37037","Chatham County, North Carolina","100641","8709",
"0500000US37045","Cleveland County, North Carolina","60966","5980",
"0500000US37049","Craven County, North Carolina","63137","8484",
"0500000US37051","Cumberland County, North Carolina","60729","2022",
"0500000US37057","Davidson County, North Carolina","64669","4104",
"0500000US37063","Durham County, North Carolina","84326","4143",
"0500000US37067","Forsyth County, North Carolina","65768","4533",
"0500000US37069","Franklin County, North Carolina","67124","8455",
"0500000US37071","Gaston County, North Carolina","70182","3281",
"0500000US37081","Guilford County, North Carolina","69945","3018",
"0500000US37085","Harnett County, North Carolina","73391","4823",
"0500000US37089","Henderson County, North Carolina","70713","9998",
"0500000US37097","Iredell County, North Carolina","85002","7780",
"0500000US37101","Johnston County, North Carolina","89217","3831",
"0500000US37105","Lee County, North Carolina","73344","9253",
"0500000US37109","Lincoln County, North Carolina","82358","8815",
"0500000US37119","Mecklenburg County, North Carolina","90494","2373",
"0500000US37125","Moore County, North Carolina","85002","8502",
"0500000US37127","Nash County, North Carolina","67376","5912",
"0500000US37129","New Hanover County, North Carolina","76184","5059",
"0500000US37133","Onslow County, North Carolina","73004","4445",
